2,38.8895
3,47.2492
4,54.0731
5,58.4207
6,63.2177
7,66.5215
8,70.0941
9,72.4984
10,74.9078
11,77.0699
12,79.4223
13,81.8811
14,83.4548
15,84.9187
16,86.422
17,88.0397
18,89.4524
19,91.2064
20,92.0976
21,92.8689
22,94.7879
23,96.2083
24,96.8532
25,98.1102
26,98.6249
27,99.5838
28,100.8741
29,101.4715
30,102.0542
31,103.1975
32,104.0255
33,104.3729
34,105.2157
35,105.3576
36,107.022
37,107.7338
38,107.7272
39,108.9262
40,109.5791
41,109.8405
42,111.423
43,111.1314
44,112.1209
45,112.6695
46,112.9018
47,113.2065
48,114.0554
49,114.8961
50,115.1167
51,115.7741
52,116.3765
53,116.2206
54,117.2404
55,117.5975
56,117.3978
57,118.3557
58,118.5477
59,119.3756
60,119.6851
61,119.7916
62,120.8651
63,121.3904
64,121.2254
65,121.5585
66,122.2842
67,122.4827
68,122.4285
69,123.3032
70,123.6297
71,123.8725
72,124.5758
73,124.57
74,125.1558
75,125.4118
76,125.2645
77,125.6497
78,126.8139
79,126.8952
80,126.9332
81,127.6365
82,127.6657
83,127.7326
84,128.0877
85,128.8845
86,128.9518
87,129.1942
88,129.7499
89,129.5574
90,130.2389
91,130.1814
92,131.1585
93,130.8091
94,130.947
95,131.382
96,132.1613
97,132.1905
98,132.157
99,132.9217
100,133.18
101,132.8166
102,133.3802
103,133.0599
104,134.1517
105,134.061
106,134.1472
107,134.2124
108,135.0524
109,134.4469
110,135.3134
111,135.1004
112,135.6049
113,136.2586
114,136.3001
115,136.8027
116,136.3798
117,136.7002
118,136.7817
119,137.4903
120,137.3224
121,137.3109
122,137.5058
123,137.5943
124,138.0719
125,138.0667
126,138.7288
127,138.6202
128,138.9906
129,139.2322
130,139.4989
131,140.0543
132,140.1108
133,139.7185
134,139.692
135,140.3842
136,140.773
137,140.5325
138,141.0533
139,140.6029
140,141.0271
141,141.236
142,141.5153
143,141.8407
144,142.0902
145,142.1315
146,142.346
147,142.3111
148,143.6925
149,143.6071
150,142.9708
151,143.0006
152,143.2553
153,144.2026
154,143.8938
155,143.7295
156,143.9877
157,144.599
158,145.2497
159,144.9703
160,144.5555
161,145.3414
162,145.6004
163,144.8539
164,145.1952
165,145.0789
166,145.4687
167,145.3604
168,145.4796
169,146.5887
170,145.5614
171,146.5067
172,145.7184
173,146.3027
174,146.7198
175,146.5038
176,147.2061
177,146.6683
178,147.6161
179,147.4062
180,147.7655
181,147.5837
182,148.3916
183,148.0693
184,148.2026
185,148.4933
186,148.4902
187,148.8493
188,148.1265
189,148.9852
190,148.7708
191,149.4584
192,149.8718
193,149.1282
194,149.4866
195,150.6668
196,149.8551
197,150.018
198,150.3506
199,150.5085
200,150.2971
201,150.6569
202,150.3746
203,151.1034
204,151.2439
205,151.3914
206,150.9173
207,151.2829
208,151.6026
209,151.2658
210,151.2762
211,151.8664
212,151.8505
213,152.2383
214,152.0855
215,152.148
216,152.6833
217,152.3207
218,152.7473
219,152.4269
220,152.6219
221,153.1271
222,153.3645
223,153.1271
224,153.59
225,153.3375
226,153.3672
227,153.5617
228,152.9402
229,153.5943
230,153.6079
231,154.2208
232,154.4
233,153.7976
234,153.5303
235,154.562
236,153.9419
237,155.0488
238,154.6245
239,154.9901
240,154.8678
241,155.356
242,155.3241
243,155.2481
244,155.0279
245,156.1193
246,155.7053
247,155.7849
248,155.564
249,155.229
250,155.9811
251,156.4202
