2,38.79101
3,47.28396
4,53.72282
5,58.81885
6,62.99683
7,66.5618
8,69.79238
9,72.70401
10,75.10293
11,77.53805
12,79.51453
13,81.5219
14,83.38921
15,85.26313
16,86.64575
17,88.23104
18,89.69062
19,91.06871
20,92.30059
21,93.15396
22,94.36451
23,95.59461
24,96.86177
25,97.89278
26,98.91581
27,99.60691
28,100.57592
29,101.53773
30,102.40252
31,103.04827
32,103.86073
33,104.72085
34,105.58967
35,106.35814
36,106.69999
37,107.74732
38,108.27803
39,108.99017
40,109.3418
41,110.24325
42,110.54204
43,111.3765
44,111.87743
45,112.63837
46,112.96107
47,113.66618
48,114.24824
49,114.5364
50,115.15939
51,115.67671
52,116.29857
53,116.64926
54,117.20027
55,117.44127
56,118.11052
57,118.60614
58,119.11777
59,119.47732
60,119.89402
61,120.04234
62,120.85683
63,121.19608
64,121.54028
65,121.98168
66,122.22613
67,122.60486
68,122.89697
69,123.34937
70,123.9679
71,124.25116
72,124.38536
73,125.02168
74,125.09515
75,125.52886
76,125.76139
77,126.02294
78,126.37602
79,126.81986
80,127.20064
81,127.57876
82,127.74675
83,128.25372
84,128.41956
85,128.73222
86,128.97593
87,129.21989
88,129.55545
89,129.7758
90,130.31545
91,130.26711
92,130.6378
93,130.94248
94,131.05067
95,131.19994
96,131.72226
97,132.00319
98,132.25393
99,132.45424
